MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE
ENGENHEIRO COELHO,3515152,351515,GVE 20 PIRACICABA,UBS DR LUCYEN ALVES DA COSTA ENGENHEIRO COELHO," RUA DELCY REIS GRELLMANN, S/N- CIDADE UNIVERSITARIA, ENGENHEIRO COELHO",0,,0,(19) 3858-1203,-2.248.946.139.892.430,-4.716.397.013.315.730,-22.48946,-47.16397
ESPIRITO SANTO DO PINHAL,3515186,351518,GVE 26 SAO JOAO DA BOA VISTA,PRONTO ATENDIMENTO DR. CIRO CORSI,"R. TEIXEIRA RIOS, 210",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3651-7373,-21.983.509.478.289.200,-4.677.865.473.154.030,-21.98350,-46.77865
ESPIRITO SANTO DO TURVO,3515194,351519,GVE 13 ASSIS,EQUIPE DE ATENCAO BASICA EAP,"RUA MARIA PERPÉTUA PIEDADE GONÇALVES, 114 - ESPÍRITO SANTO DO TURVO - SP, 18935-021",0,,0,(14) 3375-9501,-22.691.098.695.414.700,-4.942.952.431.965.860,-22.69109,-49.42952
ESTIVA GERBI,3557303,355730,GVE 26 SAO JOAO DA BOA VISTA,PRONTO SOCORRO,"AVENIDA ANGELO ZANCO, 637-741 - ESTIVA GERBI - SP, 13857-000",0,,1,(19) 3868-9399,-2.227.565.347.955.650,-469.517.841.732.763,-22.27565,-46.95178
ESTRELA DOESTE,3515202,351520,GVE 30 JALES,IRMANDADE DA SANTA CASA MISERICORDIA DE ESTRELA D'OESTE,"Av. São Paulo, 1207, Estrela d'Oeste - SP, 15650-000",0,,1,(17) 3833-1450,-202.882.630.433.512,-5.039.708.559.274.460,-20.28826,-50.39708
ESTRELA DO NORTE,3515301,351530,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE II ESTRELA DO NORTE,"RUA JOÃO MARINHO, 72 - CENTRO, ESTRELA DO NORTE - SP, 19230-000",0,,0,(18) 3999-1222,-22.484.312.280.499.800,-516.610.790.043.217,-22.48431,-51.66107
EUCLIDES DA CUNHA PAULISTA,3515350,351535,GVE 22 PRESIDENTE VENCESLAU,UBS III (PRONTO ATENDIMENTO MUNICIPAL),"RUA HELENA KILL DINIZ, Nº 1.621 – CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3283-1277,-22.495.112.051.374.600,-52.593.956.041.890.200,-22.49511,-52.59395
FARTURA,3515400,351540,GVE 16 BOTUCATU,SANTA CASA DE MISERICÓRDIA,"PRAÇA DR JOSÉ SEBASTIÃO DE OLIVEIRA, Nº 44",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(14) 3382-1100,-23.392.746.760.585.200,-49.511.962.071.164.100,-23.39274,-49.51196
FERNANDO PRESTES,3515608,351560,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE MISTA DE FERNANDO PRESTES,"RUA CLÉLIA MACHADO DE FREITAS, 320 - FERNANDO PRESTES - SP, 15940-000",0,,1,-,-21.271.970.033.959.700,-486.884.600.043.582,-21.27197,-48.68846
FERNANDOPOLIS,3515509,351550,GVE 30 JALES,SANTA CASA DE MISERICÓRDIA - FERNANDÓPOLIS,AV. AFONSO CÁFARO 2630 JD. SANTISTA,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(17) 3465-6122,-20.295.090.522.700.700,-50.247.025.550.416.200,-20.29509,-50.24702
FERNAO,3515657,351565,GVE 19 MARILIA,UNIDADE DE SAUDE DA FAMILIA DE FERNAO,"RUA JOSÉ BONIFÁCIO, 174 - FERNÃO - SP, 17455-000",0,,0,(14) 3273-7176,-22.358.463.634.287.900,-4.951.915.431.966.880,-22.35846,-49.51915
FERRAZ DE VASCONCELOS,3515707,351570,GVE 8 MOGI DAS CRUZES,HOSPITAL DR. OSÍRIS FLORINDO COELHO,"R. PRINCESA ISABEL, 270 - VILA CORREA",1,ESCORPIÔNICO,1,(11) 4675-3444,-23.538.096.053.582.800,-4.635.850.664.661.650,-23.53809,-46.35850
FLORA RICA,3515806,351580,GVE 22 PRESIDENTE VENCESLAU,UBS III DE FLORA RICA,"PREFEITO OCTACIANO PEREIRA DE ANDRADE, 66 - FLORA RICA - SP, 17870-000",0,,0,(18) 3866-1120,-21.676.658.247.867.800,-5.138.073.287.736.120,-21.67665,-51.38073
FLOREAL,3515905,351590,GVE 29 SAO JOSE DO RIO PRETO,CS DE FLOREAL,"RUA FERRÚCIO ZANOVELO, 436 - FLOREAL - SP, 15320-000",0,,0,(17) 3847-1173,-20.679.886.267.436.300,-5.014.613.640.807.700,-20.67988,-50.14613
FLORIDA PAULISTA,3516002,351600,GVE 19 MARILIA,SANTA CASA DE MISERICORDIA DE FLORIDA PAULISTA,"Av. XV de Novembro, 900 - Centro, Flórida Paulista - SP, 17830-000",0,,0,(18) 3581-1294,-21.620.040.677.506.900,-5.117.095.510.249.660,-21.62004,-51.17095
FLORINEA,3516101,351610,GVE 13 ASSIS,CENTRO DE SAUDE DE FLORINEA,"AVENIDA ADÃO LEME BATISTA, 728 - FLORÍNEA - SP, 19870-001",0,,1,(18) 3377-0622,-2.290.413.317.535.940,-5.072.966.726.965.200,-22.90413,-50.72966
FRANCA,3516200,351620,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - FRANCA,"PRAÇA DOM PEDRO II, 1826",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, LAQUÉTICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",0,(16) 3711-4000,-20.537.801.911.814.100,-4.739.881.554.670.760,-20.53780,-47.39881
FRANCISCO MORATO,3516309,351630,GVE 9 FRANCO DA ROCHA,HOSPITAL ESTADUAL “PROFº CARLOS DA SILVA LACAZ” - CRIANÇAS,"RODOVIA MANOEL SILVÉRIO PINTO, 125 – BELÉM ESTAÇÃO - FRANCISCO MORATO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(11) 4489-9444,-2.328.350.437.750.070,-46.747.520.017.789.000,-23.28350,-46.74752
FRANCO DA ROCHA,3516408,351640,GVE 9 FRANCO DA ROCHA,HOSPITAL ESTADUAL DR.ALBANO DA FRANCA ROCHA SOBRINHO - ADULTO,AV.COQUEIROS S/N,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(11) 3336-8200,-23.339.068.208.859.800,-4.673.014.354.662.300,-23.33906,-46.73014
GABRIEL MONTEIRO,3516507,351650,GVE 11 ARACATUBA,UBS III DE GABRIEL MONTEIRO,"RUA DOS FUNDADORES, 173 - GABRIEL MONTEIRO - SP, 16220-000",0,,0,(18) 3602-1220,-21.531.303.636.384.200,-5.055.524.290.435.040,-21.53130,-50.55524
GALIA,3516606,351660,GVE 19 MARILIA,HOSPITAL SAO VICENTE DE GALIA,"R. Décio Silvério, 321 - Centro, Gália - SP, 17450-000",0,,1,(14) 3274-1280,-2.229.021.013.746.130,-49.551.020.075.491.700,-22.29021,-49.55102
GARCA,3516705,351670,GVE 19 MARILIA,SANTA CASA DE GARCA HOSPITAL SAO LUCAS HSL,"R. Dr. Orlando Thiago dos Santos, 50 - Williams, Garça - SP, 17402-064",0,,1,(14) 3407-5066,-2.220.713.145.372.820,-4.964.965.056.200.180,-22.20713,-49.64965
GASTAO VIDIGAL,3516804,351680,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE DR DELFIM ROSA,"RUA VINTE E UM DE ABRIL, 617 - CENTRO, GASTÃO VIDIGAL - SP, 15330-000",0,,0,(17) 3848-1158,-20.796.854.474.284.800,-5.018.850.296.019.260,-20.79685,-50.18850
GAVIAO PEIXOTO,3516853,351685,GVE 12 ARARAQUARA,PRONTO SOCORRO MUNICIPAL ESPECIALIZADO AUGUSTO GUBERNATTI,"R. Maracanã, 700, Gavião Peixoto - SP, 14813-000",0,,1,(16) 3338-8755,-2.179.933.969.669.790,-48.454.028.676.441.900,-21.79933,-48.45402
GENERAL SALGADO,3516903,351690,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE GENERAL SALGADO,"R. NADIR GARCIA, 555 - JARDIM PRIMAVERA, GEN. SALGADO - SP, 15300-000",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(17) 3322-1198,-20.647.769.087.472.000,-5.035.809.043.506.290,-20.64776,-50.35809
GETULINA,3517000,351700,GVE 15 BAURU,IRMANDADE DA SANTA CASA DE MISERICORDIA GETULINA,"Rua Natal Biongo Mengato 56 - Residencial dos Oliveiras, Getulina - SP, 16450-000",0,,1,(14) 3552-1616,-21.802.298.474.740.400,-4.993.167.700.434.240,-21.80229,-49.93167
GLICERIO,3517109,351710,GVE 11 ARACATUBA,CENTRO DE SAUDE III GLICERIO JULIO FUJIHARA,"R. Tiradentes, 161 - Res. Monte Libano, Glicério - SP, 16280-000",0,,0,(18) 3647-1264,-2.120.344.590.533.680,-5.017.502.066.018.840,-21.20344,-50.17502
GUAICARA,3517208,351720,GVE 15 BAURU,CS III MARTINIANO CRUZ DE GUAICARA,"R. Oswaldo Cruz, 269, Guaiçara - SP, 16430-053",0,,0,(14) 3547-1250,-21.622.057.758.488.700,-4.979.995.484.852.690,-21.62205,-49.79995
GUAIMBE,3517307,351730,GVE 19 MARILIA,PRONTO ATENDIMENTO DE GUAIMBE,"R. Rui Barbosa, 195 - Guaimbê, SP, 16480-000",0,,1,(14) 3553-1190,-21.911.295.817.792.500,-4.989.849.620.757.390,-21.91129,-49.89849
GUAIRA,3517406,351740,GVE 14 BARRETOS,SANTA CASA DE MISERICÓRDIA DE GUAÍRA,RUA 24 Nº 872,1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(17) 3332-7000,-20.325.612.543.898.700,-4.831.846.490.438.520,-20.32561,-48.31846
GUAPIACU,3517505,351750,GVE 29 SAO JOSE DO RIO PRETO,PRONTO ATENDIMENTO DR JOSE OSMAR SEGURA LOPES,"R. Quinze de Novembro, 358 - CENTRO, Guapiaçu - SP, 15110-000",0,,1,(17) 3267-9210,-2.079.702.357.673.100,-4.922.066.114.855.110,-20.79702,-49.22066
GUAPIARA,3517604,351760,GVE 32 ITAPEVA,CENTRO DE ATENDIMENTO JOAQUIM RAIMUNDO GOMES,"AV. JACOBE RODOLFO, 229, GUAPIARA - SP, 18310-000",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, FONÊUTRICO, ARACNÍDICO E LONÔMICO.",1,(15) 3547-1270,-2.418.451.806.070.740,-4.852.895.830.426.730,-24.18451,-48.52895
GUARA,3517703,351770,GVE 18 FRANCA,SANTA CASA DE GUARA,"R. José Calazans, 40 - Vila Vitória, Guará - SP, 14580-000",0,,1,(16) 3831-3450,-20.427.175.197.812.700,-47.819.325.962.054.100,-20.42717,-47.81932
GUARACAI,3517802,351780,GVE 11 ARACATUBA,HOSPITAL MATERNIDADE DE GUARÇAÍ,"RUA BENEDITO BEM-HUR LOUZADA, 1210",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3705-1279,-21.033.897.913.209.200,-5.120.619.790.436.490,-21.03389,-51.20619
GUARACI,3517901,351790,GVE 14 BARRETOS,HOSPITAL MUNICIPAL OSCAR BAPTISTA CARVALHO,"R. Benedito Ben Hur Louzada, 1210, Guaraçaí - SP, 16980-000",0,,1,(18) 3705-1279,-21.033.777.745.704.900,-51.206.176.446.693.200,-21.03377,-51.20617
GUARANI DOESTE,3518008,351800,GVE 30 JALES,CS DE GUARANI DOESTE,"R. João Neves Pontes, 1315, Guarani d'Oeste - SP, 15680-000",0,,0,(17) 3834-1179,-2.007.335.945.401.600,-50.337.059.204.392.300,-20.07335,-50.33705
GUARANTA,3518107,351810,GVE 19 MARILIA,PRONTO ATENDIMENTO DE GUARANTA,"R. Beraldo Arruda, 352 - CENTRO, Guarantã - SP, 16570-000",0,,1,(14) 3586-1175,-21.895.295.321.186.200,-4.959.205.888.475.080,-21.89529,-49.59205
GUARARAPES,3518206,351820,GVE 11 ARACATUBA,SANTA CASA DE GUARARAPES,"AV. MARECHAL FLORIANO, 1.062",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3661-1794,-21.250.857.002.440.800,-50.649.292.704.358.700,-21.25085,-50.64929
GUARAREMA,3518305,351830,GVE 8 MOGI DAS CRUZES,SANTA CASA DE MISERICORDIA DE GUARAREMA,"Praça Dr. Botelho Egas, 11 - Centro, Guararema - SP, 08900-000",0,,1,(11) 4693-8383,-2.341.476.368.019.990,-4.603.652.227.545.640,-23.41476,-46.03652
GUARATINGUETA,3518404,351840,GVE 33 TAUBATE,UPA III,"R. RANGEL PESTANA, 195 – CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 2131-1900 - RAMAL 2030,-22.820.944.714.827.200,-451.913.250.349.979,-22.82094,-45.19132
GUAREI,3518503,351850,GVE 31 SOROCABA,PRONTO ATENDIMENTO ADALBERTO ROCHA GUAREI,"R. Cap. Antonio Abio da Rocha, 417 - Perímetro Urbano, Guareí - SP, 18250-000",0,,1,(15) 3258-9500,-23.370.536.096.821.500,-4.818.057.086.408.430,-23.37053,-48.18057
GUARIBA,3518602,351860,GVE 24 RIBEIRAO PRETO,IRMANDADE DA SANTA CASA DE MISERICORDIA DE GUARIBA,"R. Nello Petrine, Petrini, 1740 - Jardim Boa Jardim, Guariba - SP, 14840-000",0,,1,(16) 3251-9100,-21.364.629.731.701.800,-48.226.201.804.355.400,-21.36462,-48.22620
GUARUJA,3518701,351870,GVE 25 SANTOS,HOSP. SANTO AMARO - GUARUJÁ,R. QUINTO BERTOLDI Nº40 V. MAIA,1,"BOTRÓPICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3389-1515,-23.990.765.339.006.900,-4.625.337.828.893.020,-23.99076,-46.25337
GUARULHOS,3518800,351880,GVE 8 MOGI DAS CRUZES,HOSPITAL MUNICIPAL DA CRIANÇA E DO ADOLESCENTE DE GUARULHOS,"RUA JOSÉ MAURÍCIO, 191 - CENTRO, GUARULHOS - SP, CEP 07011-060",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(11) 2475-9688,-2.346.677.808.132.640,-4.653.227.046.196.240,-23.46677,-46.53227
GUARULHOS,3518800,351880,GVE 8 MOGI DAS CRUZES,HOSPITAL MUNICIPAL DE GUARULHOS,"AV. TIRADENTES, 3392 - BOM CLIMA",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(11) 2475-7449,-23.452.300.070.648.100,-4.651.619.650.429.100,-23.45230,-46.51619
GUATAPARA,3518859,351885,GVE 24 RIBEIRAO PRETO,PRONTO ATENDIMENTO CENTRAL,"R. dos Jasmins, 333, Guatapará - SP, 14115-000",0,,1,(16) 3973-2010,-2.149.475.728.962.230,-48.039.203.501.507.400,-21.49475,-48.03920
GUZOLANDIA,3518909,351890,GVE 11 ARACATUBA,UBS CIRCA FERREIRA SOARES MATTOS,"R. Manoel Cândido da Silva, 1200, Guzolândia - SP, 15355-000",0,,0,(17) 3637-1171,-20.648.522.286.548.300,-5.066.207.264.671.030,-20.64852,-50.66207
HERCULANDIA,3519006,351900,GVE 19 MARILIA,HOSPITAL SAO JOSE DE HERCULANDIA,"R. Dom Pedro II, 162 - Herculândia, SP, 17650-000",0,,1,(14) 3486-1231,-22.005.453.230.037.900,-5.038.746.588.899.270,-22.00545,-50.38746
HOLAMBRA,3519055,351905,GVE 17 CAMPINAS,PSF CENTRAL IMIGRANTES,"Rua Van Aken - Parque Res. Imigrantes, Holambra - SP, 13825-000",0,,0,(19) 3802-7964,-22.614.683.223.474.500,-47.061.926.363.840.200,-22.61468,-47.06192
HORTOLANDIA,3519071,351907,GVE 17 CAMPINAS,HOSPITAL E MATERNIDADE MUNICIPAL GOVERNADOR MARIO COVAS,"R. Osvaldo Ribeiro Carrilho, 10 - Jardim Mirante de Sumare, Hortolândia - SP, 13186-214",0,,1,(19) 3809-5100,-228.850.690.673.068,-4.719.549.743.129.400,-22.88506,-47.19549
IACANGA,3519105,351910,GVE 15 BAURU,IRMANDADE DA SANTA CASA DE MISERICORDIA DE IACANGA,"Praça Antonio Garcia, 68 - Centro, Iacanga - SP, 17180-000",0,,1,(14) 3294-1110,-21.892.391.622.317.400,-49.023.328.204.339.700,-21.89239,-49.02332
IACRI,3519204,351920,GVE 19 MARILIA,PRONTO ATENDIMENTO DE IACRI,"RUA BANDEIRANTES 1.341, CENTRO",1,ESCORPIÔNICO,1,(14) 3489-1294,-21.858.365.600.011.600,-5.068.834.425.222.170,-21.85836,-50.68834
IARAS,3519253,351925,GVE 16 BOTUCATU,UNIDADE BASICA DE SAUDE DE IARAS,"R. Barão do Rio Branco, Iaras - SP, 18775-000",0,,0,(14) 3764-1250,-2.287.641.218.453.970,-4.916.151.773.129.430,-22.87641,-49.16151
IBATE,3519303,351930,GVE 12 ARARAQUARA,HOSPITAL MUNICIPAL IBATE,"R. Floriano Peixoto, 403 - Bairro São Benedito, Ibaté - SP, 14815-000",0,,1,(16) 3343-1191,-2.195.650.686.832.280,-4.799.543.463.132.270,-21.95650,-47.99543
IBIRA,3519402,351940,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE MISERICORDIA DE IBIRA,"Av. José Bueno Cavalheiro, 600 - Centro, Ibirá - SP, 15860-000",0,,1,(17) 3551-1311,-2.108.196.646.269.600,-4.923.803.880.436.360,-21.08196,-49.23803
IBIRAREMA,3519501,351950,GVE 13 ASSIS,UBS - DR. MARCOS VINICIUS DO NASCIMENTO,"R. José Pereira, 200 - Centro, Ibirarema - SP, 19940-000",0,,1,(14) 3307-1472,-2.281.634.439.863.950,-5.006.961.232.223.700,-22.81634,-50.06961
IBITINGA,3519600,351960,GVE 12 ARARAQUARA,SANTA CASA DE CARIDADE E MATERNIDADE,"R. DOMINGOS ROBERT, 1090",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(16) 3352-7711,-2.175.228.593.379.710,-4.882.784.113.503.060,-21.75228,-48.82784
IBIUNA,3519709,351970,GVE 31 SOROCABA,HOSPITAL MUNICIPAL DE IBIUNA,"Av. Gabriel Monteiro da Silva, 888 - Jardim Áurea, Ibiúna - SP, 18150-000",0,,1,(15) 3248-9520,-23.649.471.017.493.200,-47.217.583.758.254.600,-23.64947,-47.21758
ICEM,3519808,351980,GVE 29 SAO JOSE DO RIO PRETO,CS DE ICEM,"Av. Horácio Borges da Silveira, 475, Icém - SP, 15460-000",0,,1,(17) 3282-9020,-20.343.028.591.687.400,-4.919.928.264.856.400,-20.34302,-49.19928
IEPE,3519907,351990,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL MUNICIPAL,"RUA JOSÉ SIMÕES FILHO, 81",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(18) 3264-1441,-2.265.974.466.951.650,-51.079.010.029.450.100,-22.65974,-51.07901
IGUARACU DO TIETE,3520004,352000,GVE 15 BAURU,PRONTO ATENDIMENTO IGARACU DO TIETE,"RUA MARIA DO CARMO NICOLETTE ORTEGA, 168 ",0,,1,(14) 3438-3237,-22.521.378.708.291.800,-4.856.295.569.082.790,-22.52137,-48.56295
IGARAPAVA,3520103,352010,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - IGARAPAVA,"R. CEL. FRANCISCO MARTINS, 769",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3172-1611,-20.035.409.367.905.600,-47.750.028.521.587.700,-20.03540,-47.75002
IGARATA,3520202,352020,GVE 27 SAO JOSE DOS CAMPOS,UNIDADE MISTA DE SAUDE ANTONIA RAMOS PRIANTI,"Av. Benedito Rodrigues de Freitas, 300 - Centro, Igaratá - SP, 12350-000",0,,1,(11) 4610-0468,-23.206394339710656,-46.15521218643094,-23.20639,-46.15521
IGUAPE,3520301,352030,GVE 23 REGISTRO,UNIDADE MISTA,"RUA DOS ESTUDANTES, 40 - CENTRO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3841-3366,-24.711.074.389.874.600,-4.755.932.699.075.720,-24.71107,-47.55932
ILHA COMPRIDA,3520426,352042,GVE 23 REGISTRO,PRONTO ATENDIMENTO VALDIR M SAMPAIO,"RUA BOM JESUS DE IGUAPE, S/N - SAMBURA",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3842-1629,-24.735.961.873.595,-4.755.089.342.631.660,-24.73596,-47.55089
ILHA SOLTEIRA,3520442,352044,GVE 11 ARACATUBA,ASSOCIAÇÃO HOSPITALAR DE ILHA SOLTEIRA,"ALAMEDA BAHIA, 618",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3743-1500,-20.431.730.277.583.700,-5.133.949.572.157.650,-20.43173,-51.33949
ILHABELA,3520400,352040,GVE 28 CARAGUATATUBA,HOSP. MUNICIPAL GOV. MARIO COVAS,"R PROF. MALAQUIAS DE OLIVEIRA FREITAS, 154",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(12) 3895-3520,-2.377.585.091.961.650,-4.536.713.625.073.880,-23.77585,-45.36713
INDAIATUBA,3520509,352050,GVE 17 CAMPINAS,HOSP. AUGUSTO DE OLIVEIRA CAMARGO,"AV. FRANCISCO DE PAULA LEITE, 399",1,ESCORPIÔNICO E ARACNÍDICO.,1,(19) 3801-8200 R. 8347,-2.309.256.676.521.800,-4.721.391.564.663.100,-23.09256,-47.21391
INDIANA,3520608,352060,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE II DE INDIANA,"AVN ALZIRA SANTANA LEBRAO, S/N",0,,0,(18) 3995-1476,-22.053.114.144.052.700,-512.953.490.598.688,-22.05311,-51.29534
INDIAPORA,3520707,352070,GVE 30 JALES,CASA DE SAUDE DE INDIAPORA,"R. Coleta Macedo de Oliveira, 1000 - Centro, Indiaporã - SP, 15690-000",0,,0,(17) 3842-1101,-19.979.154.365.717.000,-5.028.510.880.439.460,-19.97915,-50.28510
INUBIA PAULISTA,3520806,352080,GVE 19 MARILIA,UNIDADE BASICA DE SAUDE ARMANDO CENEDESI,"R. Antonio Facco, 665 - Centro, Inúbia Paulista - SP, 17760-000",0,,0,(18) 3556-1233,-21.769.786.488.495.400,-5.096.059.137.735.840,-21.76978,-50.96059
IPAUSSU,3520905,352090,GVE 13 ASSIS,SANTA CASA DE IPAUCU,"Av. Rui Barbosa, 451 - Centro, Ipaussu - SP, 18950-000",0,,1,(14) 344-1112,-23.052.006.536.571.500,-4.962.402.563.128.870,-23.05200,-49.62402
IPERO,3521002,352100,GVE 31 SOROCABA,HOSPITAL PEDRO TREBBI DE CASTRO,"Av. Paulo Antunes Moreira, 1800 - Jardim Santa Cruz, Iperó - SP, 18560-000",0,,1,(15) 3266-1100,-2.335.781.780.868.540,-47.702.903.555.915.000,-23.35781,-47.70290
IPEUNA,3521101,352110,GVE 20 PIRACICABA,UNIDADE BASICA DE SAUDE DE IPEUNA,"R. Araripe Custódio da Fonseca, 1100, Ipeúna - SP, 13537-000",0,,1,(19) 3537-9230,-22.431.767.200.537.600,-4.770.591.268.156.350,-22.43176,-47.70591
IPIGUA,3521150,352115,GVE 29 SAO JOSE DO RIO PRETO,UBS LUIS FACHIN IPIGUA,"Rua Geraldina Dutra Salvador, 700 - Conjunto Habitacional Divino Sebastião Moreira, Ipiguá - SP, 15108-180",0,,1,(17) 3269-9003,-2.065.389.175.260.270,-49.383.943.217.868.300,-20.65389,-49.38394
IPORANGA,3521200,352120,GVE 23 REGISTRO,PRONTO ATENDIMENTO LAURO TAVARES DE LIMA,"RUA 12 DE JANEIRO, 17 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(15) 3556-1584,-2.458.575.682.550.300,-4.859.505.272.635.650,-24.58575,-48.59505
IPUA,3521309,352130,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA,"R. FERDINANDO FRATIN, 335",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3832-1222,-2.043.670.307.086.630,-48.011.541.619.725.400,-20.43670,-48.01154
IRACEMAPOLIS,3521408,352140,GVE 20 PIRACICABA,PRONTO SOCORRO SANTA CRUZ DE IRACEMAPOLIS,"Rua Alcides Oliveira Frasson, 400 - Jardim Antonio Joaquim Fagundes, Iracemápolis - SP, 13495-000",0,,1,(19) 3456-1205,-22.587.446.509.044.300,-4.750.961.846.384.100,-22.58744,-47.50961
IRAPUA,3521507,352150,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE MARIO EVARISTO TADEI,"R. Afonso Pena, 450 - Centro, Irapuã - SP, 14990-000",0,,1,-,-2.128.339.077.091.750,-4.940.992.421.970.110,-21.28339,-49.40992
IRAPURU,3521606,352160,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE,"R. São Paulo, 165-291 - Centro, Irapuru - SP, 17880-000",0,,0,(18) 3861-2220,-21.566.518.718.797.000,-5.134.893.432.238.520,-21.56651,-51.34893
ITABERA,3521705,352170,GVE 32 ITAPEVA,HOSPITAL MUNICIPAL,"R. VINTE E TRÊS DE MAIO, 385 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, ARACNÍDICO.",1,(15) 3562-1336 E (15) 99766-0948,-2.386.426.505.852.250,-4.913.764.560.427.780,-23.86426,-49.13764
ITAI,3521804,352180,GVE 16 BOTUCATU,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ITAI,"SP-255, km 363 - Jardim Monte Alto, Itaí - SP, 18730-000",0,,1,(14) 3761-1565,-23.419.976.839.519.800,-4.909.902.630.429.220,-23.41997,-49.09902
ITAJOBI,3521903,352190,GVE 29 SAO JOSE DO RIO PRETO,IRMANDADE DE MISERICORDIA HOSPITAL SAO JOSE ITAJOBI,"R. Rio Branco, 251 - Itajobi, SP, 15840-000",0,,1,(17) 3546-1913,-21.318.201.180.776.900,-49.055.892.617.849.100,-21.31820,-49.05589
ITAJU,3522000,352200,GVE 15 BAURU,CENTRO DE SAUDE III FLORENCIO CAMARGO GUIMARAES ITAJU,"AV JOAO ZAMBONE ASPARETTO, 261",0,,0,(14) 3667-1238,-2.198.241.690.804.580,-48.804.571.877.352.000,-21.98241,-48.80457
ITANHAEM,3522109,352210,GVE 25 SANTOS,UPA ITANHAÉM,"R. JOSÉ ERNESTO BECHELLI, S/N. JD. SABAÚNA",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3427-1111,-2.418.208.962.204.740,-46.816.498.154.346.700,-24.18208,-46.81649
ITAOCA,3522158,352215,GVE 32 ITAPEVA,UNIDADE BASICA DE SAUDE DA FAMILIA ITAOCA,"Av. Domingos Péres Domingues, 734 - Jardim Cel., Itanhaém - SP, 11740-000",0,,0,-,-241.573.768.364.661,-4.684.008.087.728.310,-24.15737,-46.84008
