MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE,ARACNÍDICO,BOTRÓPICO,CROTÁLICO,ELAPÍDICO,ESCORPIÔNICO,LONÔMICO
DIVINOLANDIA,3513900,351390,GVE 26 SAO JOAO DA BOA VISTA,HOSPITAL REGIONAL DE DIVINOLANDIA,"R. Leonor Mendes de Barros, 626 - Centro, Divinolândia - SP, 13780-000",0,,1,(19) 3663-8000,-21.668.166.645.043.900,-46.742.533.175.562.300,-21.66816,-46.74253,0,0,0,0,0,0
DOBRADA,3514007,351400,GVE 12 ARARAQUARA,CENTRO DE SAUDE III DOBRADA,"RUA JOAO BERTONHA, 15- PORTAL DO SOL, DOBRADA",0,,1,(16) 3386-9001,-2.151.858.007.694.960,-48.392.293.395.981.400,-21.51858,-48.39229,0,0,0,0,0,0
DOIS CORREGOS,3514106,351410,GVE 15 BAURU,IRMANDADE DA SANTA CASA DE MISERICORDIA DE DOIS CORREGOS,"Av. Dr. Joaquim Roberto de Carvalho Pinto, 896 - Centro, Dois Córregos - SP, 17300-000",0,,1,(14) 3652-9933,-22.362.204.901.775.400,-4.838.144.117.354.650,-22.36220,-48.38144,0,0,0,0,0,0
DOLCINOPOLIS,3514205,351420,GVE 30 JALES,CS DE DOLCINOPOLIS,"AVENIDA OSVALDO DOLCI, 1206 - DOLCINÓPOLIS - SP, 15740-000",0,,0,(17) 3636-1416,-20.123.041.516.906.300,-5.051.083.849.484.750,-20.12304,-50.51083,0,0,0,0,0,0
DOURADO,3514304,351430,GVE 12 ARARAQUARA,HOSPITAL E MATERNIDADE PUBLICO DE DOURADO,"R. Barão do Rio Branco, 327 - CENTRO, Dourado - SP, 13590-000",0,,1,(16) 3345-1505,-22.118.285.688.874.400,-483.190.251.805.639,-22.11828,-48.31902,0,0,0,0,0,0
DRACENA,3514403,351440,GVE 22 PRESIDENTE VENCESLAU,SANTA CASA DE MISERICÓRDIA - DRACENA,"RUA VIRGÍLIO PAGNOZZI, 822",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3821-8466,-21.478.563.041.301.700,-5.153.716.786.133.150,-21.47856,-51.53716,1,1,1,0,1,0
DUARTINA,3514502,351450,GVE 15 BAURU,HOSPITAL SANTA LUZIA DE DUARTINA,"RUA DR. GIL BORGES, Nº 226",1,ESCORPIÔNICO,1,(14) 3282-8230,-22.414.757.722.999.300,-49.416.220.641.693.400,-22.41475,-49.41622,0,0,0,0,1,0
DUMONT,3514601,351460,GVE 24 RIBEIRAO PRETO,UNIDADE MISTA DE SAUDE DE DUMONT,"RUA SÃO PEDRO, 276 - DUMONT - SP, 14120-000",0,,1,(16) 3944-9200,-2.124.111.623.673.780,-4.797.953.924.524.710,-21.24111,-47.97953,0,0,0,0,0,0
ECHAPORA,3514700,351470,GVE 19 MARILIA,PRONTO ATENDIMENTO IRMA INES TOTARO,"AVN PARAGUACU, 130 - CENTRA, ECHAPORA",0,,1,(18) 356-1684,-22.426.337.525.611.500,-5.020.651.824.580.110,-22.42633,-50.20651,0,0,0,0,0,0
ELDORADO,3514809,351480,GVE 23 REGISTRO,PRONTO ATENDIMENTO - ELDORADO,"PRAÇA ENGENHEIRO BAUER, 56 - CENTRO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3871-1599,-24.523.253.124.284.800,-4.810.717.230.568.270,-24.52325,-48.10717,1,1,0,0,1,0
ELIAS FAUSTO,3514908,351490,GVE 20 PIRACICABA,UNIDADE MISTA DE SAÚDE - ELIAS FAUSTO,"RUA SILVIO DA SILVEIRA MORATO - CARDEAL, ELIAS FAUSTO - SP, 13350-000",0,,0,(19) 3821-1534,-23.045.141.151.455.800,-4.737.558.835.922.960,-23.04514,-47.37558,0,0,0,0,0,0
ELISIARIO,3514924,351492,GVE 29 SAO JOSE DO RIO PRETO,CS DE ELISIARIO,"AVENIDA DILMO RODRIGUES, 30 - ELISIÁRIO - SP, 15823-000",0,,0,(17) 3529-1207,-21.172.174.106.652.500,-4.910.832.260.340.610,-21.17217,-49.10832,0,0,0,0,0,0
EMBAUBA,3514957,351495,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE DE EMBAUBA,"RUA BALBINO RODRIGUES COELHO, 374 - EMBAÚBA - SP, 15425-000",0,,1,(17) 3566-1211,-20.981.617.753.744.400,-48.836.980.461.036.800,-20.98161,-48.83698,0,0,0,0,0,0
EMBU DAS ARTES,3515004,351500,GVE 10 OSASCO,PRONTO SOCORRO MUNICIPAL - EMBU DAS ARTES,"AV. ELIAS YASBECK, Nº 1415, CENTRO",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO",1,(11) 4785-0151,-23.648.992.158.198.200,-4.684.747.811.335.420,-23.64899,-46.84747,0,1,1,0,1,0
EMBU GUACU,3515103,351510,GVE 10 OSASCO,UNIDADE MISTA DE SAÚDE - EMBU GUAÇU,"RUA CELESTINO APA, Nº 50",1,"BOTRÓPICO, CROTÁLICO E ARACNÍDICO.",1,(11) 4661-1884,-23.838.274.334.868.700,-4.681.134.621.485.110,-23.83827,-46.81134,1,1,1,0,0,0
EMILIANOPOLIS,3515129,351512,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE DA SAUDE DA FAMILIA DE EMILIANOPOLIS,"RUA JUCÁ DIAS, 127 - CENTRO, EMILIANÓPOLIS - SP, 19350-000",0,,0,(18) 3994-1151,-21.834.867.637.500.600,-51.483.885.068.913.600,-21.83486,-51.48388,0,0,0,0,0,0
ENGENHEIRO COELHO,3515152,351515,GVE 20 PIRACICABA,UBS DR LUCYEN ALVES DA COSTA ENGENHEIRO COELHO," RUA DELCY REIS GRELLMANN, S/N- CIDADE UNIVERSITARIA, ENGENHEIRO COELHO",0,,0,(19) 3858-1203,-2.248.959.224.672.970,-47.163.968.380.261.100,-22.48959,-47.16396,0,0,0,0,0,0
ESPIRITO SANTO DO PINHAL,3515186,351518,GVE 26 SAO JOAO DA BOA VISTA,PRONTO ATENDIMENTO DR. CIRO CORSI,"R. TEIXEIRA RIOS, 210",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3651-7373,-22.193.948.144.419.700,-4.674.205.754.031.390,-22.19394,-46.74205,1,1,1,1,1,1
ESPIRITO SANTO DO TURVO,3515194,351519,GVE 13 ASSIS,EQUIPE DE ATENCAO BASICA EAP,"RUA MARIA PERPÉTUA PIEDADE GONÇALVES, 114 - ESPÍRITO SANTO DO TURVO - SP, 18935-021",0,,0,(14) 3375-9501,-22.691.178.118.646.400,-4.942.949.154.276.720,-22.69117,-49.42949,0,0,0,0,0,0
ESTIVA GERBI,3557303,355730,GVE 26 SAO JOAO DA BOA VISTA,PRONTO SOCORRO - ESTIVA GERBI,"AVENIDA ANGELO ZANCO, 637-741 - ESTIVA GERBI - SP, 13857-000",0,,1,(19) 3868-9399,-22.276.010.329.361.000,-4.695.176.751.111.310,-22.27601,-46.95176,0,0,0,0,0,0
ESTRELA DOESTE,3515202,351520,GVE 30 JALES,IRMANDADE DA SANTA CASA MISERICORDIA DE ESTRELA D'OESTE,"Av. São Paulo, 1207, Estrela d'Oeste - SP, 15650-000",0,,1,(17) 3833-1450,-20.288.408.723.993.700,-503.969.708.959.267,-20.28840,-50.39697,0,0,0,0,0,0
ESTRELA DO NORTE,3515301,351530,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE II ESTRELA DO NORTE,"RUA JOÃO MARINHO, 72 - CENTRO, ESTRELA DO NORTE - SP, 19230-000",0,,0,(18) 3999-1222,-22.484.432.057.962.400,-5.166.107.719.612.020,-22.48443,-51.66107,0,0,0,0,0,0
EUCLIDES DA CUNHA PAULISTA,3515350,351535,GVE 22 PRESIDENTE VENCESLAU,UBS III (PRONTO ATENDIMENTO MUNICIPAL) - EUCLIDES DA CUNHA,"RUA HELENA KILL DINIZ, Nº 1.621 – CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3283-1277,-225.558.645.598.196,-5.259.382.861.336.210,-22.55586,-52.59382,1,1,1,0,1,0
FARTURA,3515400,351540,GVE 16 BOTUCATU,SANTA CASA DE MISERICÓRDIA - FARTURA,"PRAÇA DR JOSÉ SEBASTIÃO DE OLIVEIRA, Nº 44",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(14) 3382-1100,-23.392.934.763.509.800,-4.951.197.173.702.920,-23.39293,-49.51197,1,1,1,0,1,0
FERNANDO PRESTES,3515608,351560,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE MISTA DE FERNANDO PRESTES,"RUA CLÉLIA MACHADO DE FREITAS, 320 - FERNANDO PRESTES - SP, 15940-000",0,,1,-,-21.272.205.534.558.200,-4.868.842.320.861.900,-21.27220,-48.68842,0,0,0,0,0,0
FERNANDOPOLIS,3515509,351550,GVE 30 JALES,SANTA CASA DE MISERICÓRDIA - FERNANDÓPOLIS,AV. AFONSO CÁFARO 2630 JD. SANTISTA,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(17) 3465-6122,-20.295.334.636.186.100,-502.470.443.443.069,-20.29533,-50.24704,1,1,1,0,1,0
FERNAO,3515657,351565,GVE 19 MARILIA,UNIDADE DE SAUDE DA FAMILIA DE FERNAO,"RUA JOSÉ BONIFÁCIO, 174 - FERNÃO - SP, 17455-000",0,,0,(14) 3273-7176,-22.358.718.877.842.800,-49.519.076.696.807.100,-22.35871,-49.51907,0,0,0,0,0,0
FERRAZ DE VASCONCELOS,3515707,351570,GVE 8 MOGI DAS CRUZES,HOSPITAL DR. OSÍRIS FLORINDO COELHO,"R. PRINCESA ISABEL, 270 - VILA CORREA",1,ESCORPIÔNICO,1,(11) 4675-3444,-23.538.226.287.238.500,-46.358.520.261.915.900,-23.53822,-46.35852,0,0,0,0,1,0
FLORA RICA,3515806,351580,GVE 22 PRESIDENTE VENCESLAU,UBS III DE FLORA RICA,"PREFEITO OCTACIANO PEREIRA DE ANDRADE, 66 - FLORA RICA - SP, 17870-000",0,,0,(18) 3866-1120,-21.676.830.315.043.400,-5.138.067.581.710.850,-21.67683,-51.38067,0,0,0,0,0,0
FLOREAL,3515905,351590,GVE 29 SAO JOSE DO RIO PRETO,CS DE FLOREAL,"RUA FERRÚCIO ZANOVELO, 436 - FLOREAL - SP, 15320-000",0,,0,(17) 3847-1173,-20.680.016.313.038.900,-5.014.607.269.779.540,-20.68001,-50.14607,0,0,0,0,0,0
FLORIDA PAULISTA,3516002,351600,GVE 19 MARILIA,SANTA CASA DE MISERICORDIA DE FLORIDA PAULISTA,"Av. XV de Novembro, 900 - Centro, Flórida Paulista - SP, 17830-000",0,,0,(18) 3581-1294,-21.620.273.535.897.300,-5.117.100.431.726.660,-21.62027,-51.17100,0,0,0,0,0,0
FLORINEA,3516101,351610,GVE 13 ASSIS,CENTRO DE SAUDE DE FLORINEA,"AVENIDA ADÃO LEME BATISTA, 728 - FLORÍNEA - SP, 19870-001",0,,1,(18) 3377-0622,-22.904.366.829.483.000,-5.072.960.466.178.250,-22.90436,-50.72960,0,0,0,0,0,0
FRANCA,3516200,351620,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - FRANCA,"PRAÇA DOM PEDRO II, 1826",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, LAQUÉTICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",0,(16) 3711-4000,-20.537.896.104.471.400,-4.739.884.248.677.190,-20.53789,-47.39884,1,1,1,1,1,1
FRANCISCO MORATO,3516309,351630,GVE 9 FRANCO DA ROCHA,HOSPITAL ESTADUAL “PROFº CARLOS DA SILVA LACAZ” - CRIANÇAS,"RODOVIA MANOEL SILVÉRIO PINTO, 125 – BELÉM ESTAÇÃO - FRANCISCO MORATO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(11) 4489-9444,-232.836.950.632.167,-46.747.550.101.795.200,-23.28369,-46.74755,1,1,1,0,1,0
FRANCO DA ROCHA,3516408,351640,GVE 9 FRANCO DA ROCHA,HOSPITAL ESTADUAL DR.ALBANO DA FRANCA ROCHA SOBRINHO - ADULTO,AV.COQUEIROS S/N,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(11) 3336-8200,-23.339.240.662.987.400,-4.673.014.714.057.410,-23.33924,-46.73014,1,1,1,1,1,1
GABRIEL MONTEIRO,3516507,351650,GVE 11 ARACATUBA,UBS III DE GABRIEL MONTEIRO,"RUA DOS FUNDADORES, 173 - GABRIEL MONTEIRO - SP, 16220-000",0,,0,(18) 3602-1220,-21.531.567.222.176.500,-5.055.523.621.743.780,-21.53156,-50.55523,0,0,0,0,0,0
GALIA,3516606,351660,GVE 19 MARILIA,HOSPITAL SAO VICENTE DE GALIA,"R. Décio Silvério, 321 - Centro, Gália - SP, 17450-000",0,,1,(14) 3274-1280,-22.290.378.898.376.700,-49.551.030.987.193.400,-22.29037,-49.55103,0,0,0,0,0,0
GARCA,3516705,351670,GVE 19 MARILIA,SANTA CASA DE GARCA HOSPITAL SAO LUCAS HSL,"R. Dr. Orlando Thiago dos Santos, 50 - Williams, Garça - SP, 17402-064",0,,1,(14) 3407-5066,-2.220.732.390.564.330,-4.964.968.408.961.380,-22.20732,-49.64968,0,0,0,0,0,0
GASTAO VIDIGAL,3516804,351680,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE DR DELFIM ROSA,"RUA VINTE E UM DE ABRIL, 617 - CENTRO, GASTÃO VIDIGAL - SP, 15330-000",0,,0,(17) 3848-1158,-20.797.070.316.693.200,-5.018.848.469.116.370,-20.79707,-50.18848,0,0,0,0,0,0
GAVIAO PEIXOTO,3516853,351685,GVE 12 ARARAQUARA,PRONTO SOCORRO MUNICIPAL ESPECIALIZADO AUGUSTO GUBERNATTI,"R. Maracanã, 700, Gavião Peixoto - SP, 14813-000",0,,1,(16) 3338-8755,-2.183.758.480.271.290,-4.849.248.111.813.070,-21.83758,-48.49248,0,0,0,0,0,0
GENERAL SALGADO,3516903,351690,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE GENERAL SALGADO,"R. NADIR GARCIA, 555 - JARDIM PRIMAVERA, GEN. SALGADO - SP, 15300-000",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(17) 3322-1198,-20.647.967.076.793.200,-50.358.019.448.124.000,-20.64796,-50.35801,0,1,1,0,1,0
GETULINA,3517000,351700,GVE 15 BAURU,IRMANDADE DA SANTA CASA DE MISERICORDIA GETULINA,"Rua Natal Biongo Mengato 56 - Residencial dos Oliveiras, Getulina - SP, 16450-000",0,,1,(14) 3552-1616,-2.180.244.583.774.280,-4.993.155.595.874.570,-21.80244,-49.93155,0,0,0,0,0,0
GLICERIO,3517109,351710,GVE 11 ARACATUBA,CENTRO DE SAUDE III GLICERIO JULIO FUJIHARA,"R. Tiradentes, 161 - Res. Monte Libano, Glicério - SP, 16280-000",0,,0,(18) 3647-1264,-21.203.694.760.831.700,-5.017.506.934.032.730,-21.20369,-50.17506,0,0,0,0,0,0
GUAICARA,3517208,351720,GVE 15 BAURU,CS III MARTINIANO CRUZ DE GUAICARA,"R. Oswaldo Cruz, 269, Guaiçara - SP, 16430-053",0,,0,(14) 3547-1250,-21.622.072.650.410.900,-4.979.987.856.829.330,-21.62207,-49.79987,0,0,0,0,0,0
GUAIMBE,3517307,351730,GVE 19 MARILIA,PRONTO ATENDIMENTO DE GUAIMBE,"R. Rui Barbosa, 195 - Guaimbê, SP, 16480-000",0,,1,(14) 3553-1190,-21.912.587.133.691.300,-49.897.642.531.665,-21.91258,-49.89764,0,0,0,0,0,0
GUAIRA,3517406,351740,GVE 14 BARRETOS,SANTA CASA DE MISERICÓRDIA DE GUAÍRA,RUA 24 Nº 872,1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(17) 3332-7000,-20.325.834.458.342.600,-4.831.854.290.493.000,-20.32583,-48.31854,1,1,1,0,1,0
GUAPIACU,3517505,351750,GVE 29 SAO JOSE DO RIO PRETO,PRONTO ATENDIMENTO DR JOSE OSMAR SEGURA LOPES,"R. Quinze de Novembro, 358 - CENTRO, Guapiaçu - SP, 15110-000",0,,1,(17) 3267-9210,-20.797.282.537.393.200,-49.220.602.511.473.900,-20.79728,-49.22060,0,0,0,0,0,0
GUAPIARA,3517604,351760,GVE 32 ITAPEVA,CENTRO DE ATENDIMENTO JOAQUIM RAIMUNDO GOMES,"AV. JACOBE RODOLFO, 229, GUAPIARA - SP, 18310-000",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, FONÊUTRICO, ARACNÍDICO E LONÔMICO.",1,(15) 3547-1270,-24.184.718.317.539.000,-4.852.894.914.899.740,-24.18471,-48.52894,1,1,1,0,1,1
GUARA,3517703,351770,GVE 18 FRANCA,SANTA CASA DE GUARA,"R. José Calazans, 40 - Vila Vitória, Guará - SP, 14580-000",0,,1,(16) 3831-3450,-20.427.363.106.296.900,-4.781.929.319.245.040,-20.42736,-47.81929,0,0,0,0,0,0
GUARACAI,3517802,351780,GVE 11 ARACATUBA,HOSPITAL MATERNIDADE DE GUARÇAÍ,"RUA BENEDITO BEM-HUR LOUZADA, 1210",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3705-1279,-21.033.987.919.920.900,-5.120.621.165.077.850,-21.03398,-51.20621,1,1,1,0,1,0
GUARACI,3517901,351790,GVE 14 BARRETOS,UBSF JERONIMO FERREIRA DE OLIVEIRA,"R. Carlos de Campos, 824, Guaraci - SP, 15420-000",0,,0,(17) 3285-9971,-20.497.593.120.175.200,-4.894.437.849.678.710,-20.49759,-48.94437,0,0,0,0,0,0
GUARANI DOESTE,3518008,351800,GVE 30 JALES,CS DE GUARANI DOESTE,"R. João Neves Pontes, 1315, Guarani d'Oeste - SP, 15680-000",0,,0,(17) 3834-1179,-2.007.359.778.535.850,-50.337.055.375.326.100,-20.07359,-50.33705,0,0,0,0,0,0
GUARANTA,3518107,351810,GVE 19 MARILIA,PRONTO ATENDIMENTO DE GUARANTA,"R. Beraldo Arruda, 352 - CENTRO, Guarantã - SP, 16570-000",0,,1,(14) 3586-1175,-21.895.425.449.986.000,-49.592.111.213.913.800,-21.89542,-49.59211,0,0,0,0,0,0
GUARARAPES,3518206,351820,GVE 11 ARACATUBA,SANTA CASA DE GUARARAPES,"AV. MARECHAL FLORIANO, 1.062",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3661-1794,-21.251.137.898.565.000,-5.064.929.212.509.240,-21.25113,-50.64929,1,1,1,0,1,0
GUARAREMA,3518305,351830,GVE 8 MOGI DAS CRUZES,SANTA CASA DE MISERICORDIA DE GUARAREMA,"Praça Dr. Botelho Egas, 11 - Centro, Guararema - SP, 08900-000",0,,1,(11) 4693-8383,-23.414.849.888.020.300,-460.365.286.252.901,-23.41484,-46.03652,0,0,0,0,0,0
GUARATINGUETA,3518404,351840,GVE 33 TAUBATE,UPA III - GUARATINGUETA,"R. RANGEL PESTANA, 195 – CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 2131-1900 - RAMAL 2030,-2.282.126.526.616.820,-4.519.127.720.980.270,-22.82126,-45.19127,1,1,1,0,1,0
GUAREI,3518503,351850,GVE 31 SOROCABA,PRONTO ATENDIMENTO ADALBERTO ROCHA GUAREI,"R. Cap. Antonio Abio da Rocha, 417 - Perímetro Urbano, Guareí - SP, 18250-000",0,,1,(15) 3258-9500,-23.370.749.197.571.200,-4.818.051.907.807.930,-23.37074,-48.18051,0,0,0,0,0,0
GUARIBA,3518602,351860,GVE 24 RIBEIRAO PRETO,IRMANDADE DA SANTA CASA DE MISERICORDIA DE GUARIBA,"R. Nello Petrine, Petrini, 1740 - Jardim Boa Jardim, Guariba - SP, 14840-000",0,,1,(16) 3251-9100,-2.136.469.440.311.740,-4.822.620.224.921.830,-21.36469,-48.22620,0,0,0,0,0,0
GUARUJA,3518701,351870,GVE 25 SANTOS,HOSP. SANTO AMARO - GUARUJÁ,R. QUINTO BERTOLDI Nº40 V. MAIA,1,"BOTRÓPICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3389-1515,-2.399.094.836.445.140,-46.253.401.776.574.000,-23.99094,-46.25340,1,1,0,0,1,0
GUARULHOS,3518800,351880,GVE 8 MOGI DAS CRUZES,HOSPITAL MUNICIPAL DA CRIANÇA E DO ADOLESCENTE DE GUARULHOS,"RUA JOSÉ MAURÍCIO, 191 - CENTRO, GUARULHOS - SP, CEP 07011-060",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(11) 2475-9688,-23.466.887.639.027.000,-4.653.220.989.068.840,-23.46688,-46.53220,0,1,1,0,1,0
GUARULHOS,3518800,351880,GVE 8 MOGI DAS CRUZES,HOSPITAL MUNICIPAL DE GUARULHOS,"AV. TIRADENTES, 3392 - BOM CLIMA",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(11) 2475-7449,-23.452.465.011.947.800,-46.516.197.457.363.200,-23.45246,-46.51619,1,1,1,0,1,1
GUATAPARA,3518859,351885,GVE 24 RIBEIRAO PRETO,PRONTO ATENDIMENTO CENTRAL - GUATAPARA,"R. dos Jasmins, 333, Guatapará - SP, 14115-000",0,,1,(16) 3973-2010,-21.495.608.512.901.200,-4.803.934.380.036.120,-21.49560,-48.03934,0,0,0,0,0,0
GUZOLANDIA,3518909,351890,GVE 11 ARACATUBA,UBS CIRCA FERREIRA SOARES MATTOS,"R. Manoel Cândido da Silva, 1200, Guzolândia - SP, 15355-000",0,,0,(17) 3637-1171,-20.648.657.486.673.900,-506.620.614.940.695,-20.64865,-50.66206,0,0,0,0,0,0
HERCULANDIA,3519006,351900,GVE 19 MARILIA,HOSPITAL SAO JOSE DE HERCULANDIA,"R. Dom Pedro II, 162 - Herculândia, SP, 17650-000",0,,1,(14) 3486-1231,-2.200.561.780.024.410,-50.387.544.109.482.600,-22.00561,-50.38754,0,0,0,0,0,0
HOLAMBRA,3519055,351905,GVE 17 CAMPINAS,PSF CENTRAL IMIGRANTES,"Rua Van Aken - Parque Res. Imigrantes, Holambra - SP, 13825-000",0,,0,(19) 3802-7964,-22.615.019.744.506.900,-4.706.164.494.641.630,-22.61501,-47.06164,0,0,0,0,0,0
HORTOLANDIA,3519071,351907,GVE 17 CAMPINAS,HOSPITAL E MATERNIDADE MUNICIPAL GOVERNADOR MARIO COVAS,"R. Osvaldo Ribeiro Carrilho, 10 - Jardim Mirante de Sumare, Hortolândia - SP, 13186-214",0,,1,(19) 3809-5100,-22.885.135.433.673.400,-4.719.552.907.921.230,-22.88513,-47.19552,0,0,0,0,0,0
IACANGA,3519105,351910,GVE 15 BAURU,IRMANDADE DA SANTA CASA DE MISERICORDIA DE IACANGA,"Praça Antonio Garcia, 68 - Centro, Iacanga - SP, 17180-000",0,,1,(14) 3294-1110,-2.189.259.479.627.180,-4.902.333.886.169.310,-21.89259,-49.02333,0,0,0,0,0,0
IACRI,3519204,351920,GVE 19 MARILIA,PRONTO ATENDIMENTO DE IACRI,"RUA BANDEIRANTES 1.341, CENTRO",1,ESCORPIÔNICO,1,(14) 3489-1294,-21.858.522.792.805.400,-506.881.990.899.004,-21.85852,-50.68819,0,0,0,0,1,0
IARAS,3519253,351925,GVE 16 BOTUCATU,UNIDADE BASICA DE SAUDE DE IARAS,"R. Barão do Rio Branco, Iaras - SP, 18775-000",0,,0,(14) 3764-1250,-22.876.586.665.373.000,-491.614.728.548.188,-22.87658,-49.16147,0,0,0,0,0,0
IBATE,3519303,351930,GVE 12 ARARAQUARA,HOSPITAL MUNICIPAL IBATE,"R. Floriano Peixoto, 403 - Bairro São Benedito, Ibaté - SP, 14815-000",0,,1,(16) 3343-1191,-2.195.664.228.423.070,-4.799.550.210.071.170,-21.95664,-47.99550,0,0,0,0,0,0
IBIRA,3519402,351940,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE MISERICORDIA DE IBIRA,"Av. José Bueno Cavalheiro, 600 - Centro, Ibirá - SP, 15860-000",0,,1,(17) 3551-1311,-21.082.076.850.838.900,-4.923.807.322.622.840,-21.08207,-49.23807,0,0,0,0,0,0
IBIRAREMA,3519501,351950,GVE 13 ASSIS,UBS - DR. MARCOS VINICIUS DO NASCIMENTO,"R. José Pereira, 200 - Centro, Ibirarema - SP, 19940-000",0,,1,(14) 3307-1472,-22.816.331.338.039.200,-5.006.968.009.333.470,-22.81633,-50.06968,0,0,0,0,0,0
IBITINGA,3519600,351960,GVE 12 ARARAQUARA,SANTA CASA DE CARIDADE E MATERNIDADE - IBITINGA,"R. DOMINGOS ROBERT, 1090",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(16) 3352-7711,-21.752.577.931.137.400,-4.882.776.180.280.270,-21.75257,-48.82776,1,1,1,0,1,0
IBIUNA,3519709,351970,GVE 31 SOROCABA,HOSPITAL MUNICIPAL DE IBIUNA,"Av. Gabriel Monteiro da Silva, 888 - Jardim Áurea, Ibiúna - SP, 18150-000",0,,1,(15) 3248-9520,-23.649.578.404.852.500,-47.217.649.008.243.200,-23.64957,-47.21764,0,0,0,0,0,0
ICEM,3519808,351980,GVE 29 SAO JOSE DO RIO PRETO,CS DE ICEM,"Av. Horácio Borges da Silveira, 475, Icém - SP, 15460-000",0,,1,(17) 3282-9020,-20.343.350.023.743.000,-4.919.920.341.528.640,-20.34335,-49.19920,0,0,0,0,0,0
IEPE,3519907,351990,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL MUNICIPAL - IEPE,"RUA JOSÉ SIMÕES FILHO, 81",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(18) 3264-1441,-2.265.989.216.717.620,-51.079.141.761.227.700,-22.65989,-51.07914,1,1,1,0,1,0
IGUARACU DO TIETE,3520004,352000,GVE 15 BAURU,PRONTO ATENDIMENTO IGARACU DO TIETE,"RUA MARIA DO CARMO NICOLETTE ORTEGA, 168 ",0,,1,(14) 3438-3237,-22.521.654.800.365.300,-4.856.295.191.531.850,-22.52165,-48.56295,0,0,0,0,0,0
IGARAPAVA,3520103,352010,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - IGARAPAVA,"R. CEL. FRANCISCO MARTINS, 769",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3172-1611,-20.035.523.814.785.700,-4.774.991.023.622.320,-20.03552,-47.74991,1,1,1,0,1,0
IGARATA,3520202,352020,GVE 27 SAO JOSE DOS CAMPOS,UNIDADE MISTA DE SAUDE ANTONIA RAMOS PRIANTI,"Av. Benedito Rodrigues de Freitas, 300 - Centro, Igaratá - SP, 12350-000",0,,1,(11) 4610-0468,-23.206.442.923.114.500,-4.615.520.865.205.800,-23.20644,-46.15520,0,0,0,0,0,0
